죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
아동복지법위반(무아동복지시설의 의무위반 등),발생건수 대비 검거건수[%],-,-,-,100,-
아동복지법위반(무아동복지시설의 의무위반 등),검거인원[명],-,-,-,1,-
아동복지법위반(무아동복지시설의 의무위반 등),남자검거인원[명],-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),여자검거인원[명],-,-,-,1,-
아동복지법위반(무아동복지시설의 의무위반 등),불상검거인원[명],-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),법인체[개],-,-,-,-,-
아동복지법위반(유기·학대 등),발생건수[건],1664,2215,2637,5878,5672
아동복지법위반(유기·학대 등),검거건수[건],1641,2157,2575,5710,5557
아동복지법위반(유기·학대 등),발생건수 대비 검거건수[%],98.6,97.4,97.6,97.1,98
아동복지법위반(유기·학대 등),검거인원[명],2049,2749,3227,6811,6406
아동복지법위반(유기·학대 등),남자검거인원[명],1089,1464,1754,3695,3558
아동복지법위반(유기·학대 등),여자검거인원[명],948,1256,1443,3072,2832
아동복지법위반(유기·학대 등),불상검거인원[명],12,29,30,44,16
아동복지법위반(유기·학대 등),법인체[개],4,6,5,6,3
아동복지법위반(기타),발생건수[건],2361,3138,3448,6571,6473
아동복지법위반(기타),검거건수[건],2311,3074,3383,6373,6329
아동복지법위반(기타),발생건수 대비 검거건수[%],97.9,98,98.1,97,97.8
아동복지법위반(기타),검거인원[명],3012,3960,4316,7348,7147
아동복지법위반(기타),남자검거인원[명],1488,2106,2214,4017,4155
아동복지법위반(기타),여자검거인원[명],1505,1826,2074,3294,2965
아동복지법위반(기타),불상검거인원[명],19,28,28,37,27
아동복지법위반(기타),법인체[개],5,13,11,4,6
아동학대처벌법위반(비밀유지의무위반 등),발생건수[건],-,2,1,1,2
아동학대처벌법위반(비밀유지의무위반 등),검거건수[건],-,2,1,1,2
아동학대처벌법위반(비밀유지의무위반 등),발생건수 대비 검거건수[%],-,100,100,100,100
아동학대처벌법위반(비밀유지의무위반 등),검거인원[명],1,4,1,1,2
아동학대처벌법위반(비밀유지의무위반 등),남자검거인원[명],-,3,1,1,2
아동학대처벌법위반(비밀유지의무위반 등),여자검거인원[명],1,1,-,-,-
아동학대처벌법위반(비밀유지의무위반 등),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(비밀유지의무위반 등),법인체[개],-,-,-,-,-
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),발생건수[건],102,97,98,432,630
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),검거건수[건],101,95,97,399,613
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),발생건수 대비 검거건수[%],99,97.9,99,92.4,97.3
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),검거인원[명],169,217,173,595,811
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),남자검거인원[명],28,43,27,79,153
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),여자검거인원[명],141,172,145,514,654
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),불상검거인원[명],-,2,1,2,4
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),법인체[개],-,1,1,4,6
아동학대처벌법위반(업무수행 방해 등),발생건수[건],-,-,2,4,7
아동학대처벌법위반(업무수행 방해 등),검거건수[건],-,-,2,4,7
아동학대처벌법위반(업무수행 방해 등),발생건수 대비 검거건수[%],-,-,100,100,100
아동학대처벌법위반(업무수행 방해 등),검거인원[명],-,-,-,2,7
아동학대처벌법위반(업무수행 방해 등),남자검거인원[명],-,-,-,2,6
아동학대처벌법위반(업무수행 방해 등),여자검거인원[명],-,-,-,-,1
아동학대처벌법위반(업무수행 방해 등),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(업무수행 방해 등),법인체[개],-,-,-,-,-
아동학대처벌법위반(유기·학대 등),발생건수[건],19,33,29,31,31
아동학대처벌법위반(유기·학대 등),검거건수[건],19,33,28,31,30
아동학대처벌법위반(유기·학대 등),발생건수 대비 검거건수[%],100,100,96.6,100,96.8
아동학대처벌법위반(유기·학대 등),검거인원[명],29,54,41,54,45
아동학대처벌법위반(유기·학대 등),남자검거인원[명],13,27,16,25,18
아동학대처벌법위반(유기·학대 등),여자검거인원[명],16,27,25,29,27
아동학대처벌법위반(유기·학대 등),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(유기·학대 등),법인체[개],-,-,-,-,-
아동학대처벌법위반(처분 불이행 등),발생건수[건],30,42,42,98,125
아동학대처벌법위반(처분 불이행 등),검거건수[건],30,42,36,92,123
아동학대처벌법위반(처분 불이행 등),발생건수 대비 검거건수[%],100,100,85.7,93.9,98.4
아동학대처벌법위반(처분 불이행 등),검거인원[명],19,48,36,76,104
아동학대처벌법위반(처분 불이행 등),남자검거인원[명],12,24,26,52,72
아동학대처벌법위반(처분 불이행 등),여자검거인원[명],7,24,10,24,32
아동학대처벌법위반(처분 불이행 등),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(처분 불이행 등),법인체[개],-,-,-,-,-
아동학대처벌법위반(피해자 등에 대한 강요행위),발생건수[건],-,-,-,-,2
아동학대처벌법위반(피해자 등에 대한 강요행위),검거건수[건],-,-,-,-,2
아동학대처벌법위반(피해자 등에 대한 강요행위),발생건수 대비 검거건수[%],-,-,-,-,100
아동학대처벌법위반(피해자 등에 대한 강요행위),검거인원[명],-,-,-,-,2
아동학대처벌법위반(피해자 등에 대한 강요행위),남자검거인원[명],-,-,-,-,1
아동학대처벌법위반(피해자 등에 대한 강요행위),여자검거인원[명],-,-,-,-,1
아동학대처벌법위반(피해자 등에 대한 강요행위),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(피해자 등에 대한 강요행위),법인체[개],-,-,-,-,-
아동학대처벌법위반(기타),발생건수[건],55,67,52,77,101
아동학대처벌법위반(기타),검거건수[건],53,61,52,70,96
아동학대처벌법위반(기타),발생건수 대비 검거건수[%],96.4,91,100,90.9,95
아동학대처벌법위반(기타),검거인원[명],57,51,51,77,100
아동학대처벌법위반(기타),남자검거인원[명],18,18,30,44,56
아동학대처벌법위반(기타),여자검거인원[명],39,33,21,32,44
아동학대처벌법위반(기타),불상검거인원[명],-,-,-,1,-
아동학대처벌법위반(기타),법인체[개],-,-,-,-,-
액화석유가스의안전및사업관리법,발생건수[건],84,97,105,148,108
액화석유가스의안전및사업관리법,검거건수[건],83,96,102,142,102
액화석유가스의안전및사업관리법,발생건수 대비 검거건수[%],98.8,99,97.1,95.9,94.4
액화석유가스의안전및사업관리법,검거인원[명],106,110,142,180,121
액화석유가스의안전및사업관리법,남자검거인원[명],94,101,129,162,111
액화석유가스의안전및사업관리법,여자검거인원[명],9,9,10,17,10
액화석유가스의안전및사업관리법,불상검거인원[명],3,-,3,1,-
액화석유가스의안전및사업관리법,법인체[개],15,19,20,43,31
양곡관리법,발생건수[건],1,2,1,1,-
양곡관리법,검거건수[건],1,2,1,-,-
양곡관리법,발생건수 대비 검거건수[%],100,100,100,-,-
양곡관리법,검거인원[명],1,3,1,3,-
양곡관리법,남자검거인원[명],-,3,1,2,-
양곡관리법,여자검거인원[명],1,-,-,1,-
양곡관리법,불상검거인원[명],-,-,-,-,-
양곡관리법,법인체[개],-,1,-,-,-
여객자동차운수사업법,발생건수[건],664,1134,855,379,317
여객자동차운수사업법,검거건수[건],648,1090,780,358,293
여객자동차운수사업법,발생건수 대비 검거건수[%],97.6,96.1,91.2,94.5,92.4
여객자동차운수사업법,검거인원[명],1059,1496,1179,584,458
여객자동차운수사업법,남자검거인원[명],954,1388,1035,514,422
여객자동차운수사업법,여자검거인원[명],96,98,111,68,36
여객자동차운수사업법,불상검거인원[명],9,10,33,2,-
여객자동차운수사업법,법인체[개],59,36,22,20,23
여권법,발생건수[건],17,26,37,8,17
여권법,검거건수[건],11,23,33,8,15
여권법,발생건수 대비 검거건수[%],64.7,88.5,89.2,100,88.2
여권법,검거인원[명],44,53,62,9,21
여권법,남자검거인원[명],27,39,55,7,18
여권법,여자검거인원[명],12,13,6,1,3
여권법,불상검거인원[명],5,1,1,1,-
여권법,법인체[개],-,-,-,-,-
영해및접속수역법,발생건수[건],6,9,3,4,3
영해및접속수역법,검거건수[건],6,9,3,4,3
영해및접속수역법,발생건수 대비 검거건수[%],100,100,100,100,100
영해및접속수역법,검거인원[명],11,11,6,5,9
영해및접속수역법,남자검거인원[명],11,11,6,5,9
영해및접속수역법,여자검거인원[명],-,-,-,-,-
영해및접속수역법,불상검거인원[명],-,-,-,-,-
영해및접속수역법,법인체[개],-,-,-,-,-
영화및비디오물의진흥에관한법률,발생건수[건],12,27,11,17,10
영화및비디오물의진흥에관한법률,검거건수[건],12,27,11,17,10
영화및비디오물의진흥에관한법률,발생건수 대비 검거건수[%],100,100,100,100,100
영화및비디오물의진흥에관한법률,검거인원[명],16,32,17,30,18
영화및비디오물의진흥에관한법률,남자검거인원[명],14,30,16,15,10
영화및비디오물의진흥에관한법률,여자검거인원[명],2,2,1,15,8
영화및비디오물의진흥에관한법률,불상검거인원[명],-,-,-,-,-
영화및비디오물의진흥에관한법률,법인체[개],2,-,-,1,-
옥외광고물법위반,발생건수[건],352,216,158,139,152
옥외광고물법위반,검거건수[건],307,186,121,121,135
옥외광고물법위반,발생건수 대비 검거건수[%],87.2,86.1,76.6,87.1,88.8
옥외광고물법위반,검거인원[명],402,325,196,150,172
옥외광고물법위반,남자검거인원[명],318,259,147,119,147
옥외광고물법위반,여자검거인원[명],45,30,20,19,22
옥외광고물법위반,불상검거인원[명],39,36,29,12,3
옥외광고물법위반,법인체[개],52,53,30,23,18
위증죄,발생건수[건],1893,1746,1540,1290,1395
위증죄,검거건수[건],1634,1512,1295,1063,1074
위증죄,발생건수 대비 검거건수[%],86.3,86.6,84.1,82.4,77
위증죄,검거인원[명],2617,2403,2106,1582,1571
위증죄,남자검거인원[명],1918,1718,1496,1096,1122
위증죄,여자검거인원[명],664,661,595,473,442
위증죄,불상검거인원[명],35,24,15,13,7
위증죄,법인체[개],2,1,2,1,-
위치정보의보호및이용등에관한법률,발생건수[건],98,121,142,195,155
위치정보의보호및이용등에관한법률,검거건수[건],93,114,132,178,135
위치정보의보호및이용등에관한법률,발생건수 대비 검거건수[%],94.9,94.2,93,91.3,87.1
위치정보의보호및이용등에관한법률,검거인원[명],137,166,182,210,172
위치정보의보호및이용등에관한법률,남자검거인원[명],106,123,135,168,127
위치정보의보호및이용등에관한법률,여자검거인원[명],27,36,39,36,39
위치정보의보호및이용등에관한법률,불상검거인원[명],4,7,8,6,6
위치정보의보호및이용등에관한법률,법인체[개],1,2,2,15,4
유기와학대의죄,발생건수[건],260,199,178,140,129
유기와학대의죄,검거건수[건],99,81,92,66,63
유기와학대의죄,발생건수 대비 검거건수[%],38.1,40.7,51.7,47.1,48.8
유기와학대의죄,검거인원[명],137,138,155,116,100
유기와학대의죄,남자검거인원[명],63,62,69,57,47
유기와학대의죄,여자검거인원[명],74,75,85,59,53
유기와학대의죄,불상검거인원[명],-,1,1,-,-
유기와학대의죄,법인체[개],-,3,-,-,1
유선및도선사업법,발생건수[건],43,3612,246,129,28
유선및도선사업법,검거건수[건],43,3606,246,129,27
유선및도선사업법,발생건수 대비 검거건수[%],100,99.8,100,100,96.4
유선및도선사업법,검거인원[명],48,68,40,25,16
유선및도선사업법,남자검거인원[명],46,61,38,24,16
유선및도선사업법,여자검거인원[명],2,7,2,1,-
유선및도선사업법,불상검거인원[명],-,-,-,-,-
유선및도선사업법,법인체[개],5,15,6,3,4
음반·비디오물및게임물에관한법률,발생건수[건],2,1,1,,
음반·비디오물및게임물에관한법률,검거건수[건],2,1,1,,
음반·비디오물및게임물에관한법률,발생건수 대비 검거건수[%],100,100,100,,
음반·비디오물및게임물에관한법률,검거인원[명],8,1,1,,
음반·비디오물및게임물에관한법률,남자검거인원[명],-,-,-,,
음반·비디오물및게임물에관한법률,여자검거인원[명],8,1,1,,
